sep=,
238,366668426,0.646815,-0.370524,-0.574957,-0.337293,-0.006855,-0.010407,0.005515
239,366685093,0.646836,-0.370487,-0.574958,-0.337293,-0.016144,0.025031,0.012889
240,366701760,0.646832,-0.370488,-0.574961,-0.337293,0.000161,0.003126,0.001541
241,366718427,0.646818,-0.370498,-0.574961,-0.337309,0.008521,-0.003950,0.009264
242,366735094,0.646819,-0.370506,-0.574960,-0.337300,0.000801,-0.002371,0.003416
243,366751761,0.646816,-0.370511,-0.574953,-0.337313,0.001480,0.011277,0.013812
244,366768428,0.646824,-0.370508,-0.574952,-0.337302,0.010604,0.003917,0.027893
245,366785095,0.646827,-0.370498,-0.574950,-0.337311,-0.019342,0.012187,0.025159
246,366801762,0.646826,-0.370505,-0.574948,-0.337308,0.011159,0.000883,0.007151
247,366818429,0.646821,-0.370503,-0.574956,-0.337306,-0.003014,-0.003089,0.003899
248,366835096,0.646828,-0.370505,-0.574952,-0.337298,0.015082,0.009037,0.031968
249,366851763,0.646827,-0.370511,-0.574944,-0.337307,0.001879,0.007514,0.018725
250,366868430,0.646823,-0.370517,-0.574940,-0.337313,-0.010985,0.017270,0.005876
251,366885097,0.646823,-0.370519,-0.574940,-0.337312,0.006430,-0.005147,0.010337
252,366901764,0.646811,-0.370522,-0.574951,-0.337314,-0.000831,-0.010535,0.010899
253,366918431,0.646806,-0.370530,-0.574940,-0.337334,0.000299,0.001492,0.020844
254,366935098,0.646805,-0.370536,-0.574931,-0.337343,-0.007577,-0.006779,0.004669
255,366951765,0.646805,-0.370540,-0.574926,-0.337348,0.014049,0.005060,0.017814
256,366968432,0.646803,-0.370540,-0.574923,-0.337358,-0.006926,0.001057,0.013880
257,366985099,0.646803,-0.370546,-0.574918,-0.337359,0.001912,-0.002266,0.004614
258,367001766,0.646796,-0.370563,-0.574905,-0.337374,-0.001997,-0.000130,0.017876
259,367018433,0.646796,-0.370556,-0.574904,-0.337384,-0.008895,0.008617,0.009241
260,367035100,0.646793,-0.370567,-0.574901,-0.337385,-0.001673,0.001337,0.014368
261,367051767,0.646784,-0.370582,-0.574894,-0.337397,0.003428,-0.010488,0.016980
262,367068434,0.646781,-0.370583,-0.574903,-0.337386,0.002283,0.003764,0.010559
263,367085101,0.646787,-0.370574,-0.574910,-0.337373,-0.009110,-0.009742,0.020937
264,367101768,0.646781,-0.370581,-0.574913,-0.337372,-0.022617,0.018219,0.012273
265,367118435,0.646781,-0.370594,-0.574902,-0.337376,-0.016160,-0.001712,0.013473
266,367135102,0.646777,-0.370593,-0.574907,-0.337374,-0.005347,0.014783,0.013656
267,367151769,0.646773,-0.370605,-0.574903,-0.337376,-0.001537,0.003188,0.012453
268,367168436,0.646775,-0.370602,-0.574907,-0.337369,0.003556,0.007127,0.014216
269,367185103,0.646781,-0.370592,-0.574907,-0.337367,0.004186,-0.014615,0.013039
270,367201770,0.646778,-0.370594,-0.574910,-0.337367,-0.006659,0.003696,0.011707
271,367218437,0.646778,-0.370591,-0.574915,-0.337362,-0.010624,0.024368,0.001411
272,367235104,0.646783,-0.370581,-0.574911,-0.337370,-0.012700,-0.007040,0.014291
273,367251771,0.646783,-0.370579,-0.574922,-0.337355,-0.008777,0.007643,0.021643
274,367268438,0.646782,-0.370576,-0.574924,-0.337358,-0.009666,0.003324,0.026913
275,367285105,0.646779,-0.370580,-0.574931,-0.337345,-0.014257,-0.004435,0.020898
276,367301772,0.646781,-0.370583,-0.574923,-0.337350,-0.012894,0.000941,0.017322
277,367318439,0.646774,-0.370590,-0.574925,-0.337353,-0.010958,0.016912,0.007556
278,367335106,0.646777,-0.370582,-0.574926,-0.337355,0.000922,0.021238,0.018106
279,367351773,0.646775,-0.370579,-0.574927,-0.337361,-0.004828,0.010096,0.019124
280,367368440,0.646777,-0.370582,-0.574925,-0.337357,-0.008148,0.011555,0.025397
281,367385107,0.646775,-0.370594,-0.574922,-0.337355,-0.006469,-0.000388,0.016705
282,367401774,0.646778,-0.370595,-0.574918,-0.337353,0.022439,0.010434,0.006192
283,367418441,0.646783,-0.370592,-0.574908,-0.337364,-0.002231,0.002721,0.010222
284,367435108,0.646798,-0.370576,-0.574907,-0.337355,-0.010545,-0.006974,0.005876
285,367451775,0.646806,-0.370569,-0.574911,-0.337339,0.005151,0.013847,0.007805
286,367468442,0.646802,-0.370570,-0.574914,-0.337339,0.004284,0.002890,0.011649
287,367485109,0.646804,-0.370568,-0.574912,-0.337344,0.006798,-0.006460,0.003762
288,367501776,0.646808,-0.370561,-0.574911,-0.337345,-0.007496,-0.004335,0.014323
289,367518443,0.646813,-0.370560,-0.574904,-0.337348,-0.011806,-0.005926,0.010939
290,367535110,0.646821,-0.370546,-0.574910,-0.337338,-0.013884,-0.005584,-0.001570
291,367551777,0.646826,-0.370548,-0.574905,-0.337334,0.005875,-0.004712,-0.000093
292,367568444,0.646834,-0.370535,-0.574911,-0.337323,0.003945,0.002205,0.006114
293,367585111,0.646839,-0.370538,-0.574909,-0.337313,0.007495,-0.008551,0.014929
294,367601778,0.646839,-0.370529,-0.574914,-0.337316,-0.011166,0.007880,0.006109
295,367618445,0.646837,-0.370537,-0.574905,-0.337326,0.004015,0.021435,0.029797
296,367635112,0.646835,-0.370534,-0.574907,-0.337328,-0.007668,-0.012317,0.025578
297,367651779,0.646832,-0.370538,-0.574894,-0.337354,-0.000126,-0.002734,0.017845
298,367668446,0.646825,-0.370537,-0.574901,-0.337355,-0.004513,0.007875,0.016804
299,367685113,0.646817,-0.370539,-0.574903,-0.337365,-0.013723,0.011925,0.004726
300,367701780,0.646814,-0.370530,-0.574914,-0.337361,0.003344,-0.020949,0.016657
301,367718447,0.646798,-0.370545,-0.574922,-0.337362,0.008117,-0.002022,0.007859
302,367735114,0.646793,-0.370549,-0.574924,-0.337365,0.002018,-0.000886,0.007298
303,367751781,0.646798,-0.370548,-0.574923,-0.337358,0.006794,-0.000783,0.009165
304,367768448,0.646802,-0.370551,-0.574915,-0.337360,-0.006002,0.005901,0.006512
305,367785115,0.646798,-0.370554,-0.574908,-0.337377,0.008998,0.004838,0.022883
306,367801782,0.646783,-0.370561,-0.574918,-0.337382,-0.006718,0.007153,0.010650
307,367818449,0.646784,-0.370571,-0.574907,-0.337387,0.007787,-0.012255,0.014981
308,367835116,0.646774,-0.370574,-0.574912,-0.337395,0.010335,0.001968,0.018874
309,367851783,0.646776,-0.370575,-0.574912,-0.337389,-0.004888,-0.003501,0.007338
310,367868450,0.648543,-0.368525,-0.575633,-0.335005,1.025002,0.675841,0.213885
311,367885117,0.649592,-0.368949,-0.575648,-0.332470,2.731869,0.624170,0.031871
312,367901784,0.645206,-0.377072,-0.569804,-0.341832,-4.663574,5.044116,-1.605923
313,367918451,0.644039,-0.375535,-0.575893,-0.335461,-0.391266,-1.909494,1.044275
314,367935118,0.644569,-0.373649,-0.577716,-0.333410,0.444329,-1.843436,0.696458
315,367951785,0.646616,-0.370387,-0.578219,-0.332209,0.400225,-1.091859,0.086108
316,367968452,0.648760,-0.368411,-0.577941,-0.330708,1.594776,-1.105266,-0.285975
317,367985119,0.651610,-0.367206,-0.575351,-0.330963,2.006946,-1.448753,1.833350
318,368001786,0.651621,-0.372842,-0.569561,-0.334632,0.674285,2.400412,1.433060
319,368018453,0.652151,-0.376182,-0.564878,-0.337784,-3.489290,0.359563,3.875503
320,368035120,0.653300,-0.374586,-0.565140,-0.336900,-0.487388,-1.526419,3.637527
321,368051787,0.655024,-0.373457,-0.563941,-0.336815,1.166454,-0.915385,2.914768
322,368068454,0.657268,-0.372898,-0.560118,-0.339432,0.046592,-1.280802,3.025150
323,368085121,0.660916,-0.369390,-0.556843,-0.341567,-0.168172,-1.271981,3.112943
324,368101788,0.665097,-0.365193,-0.553110,-0.344020,0.153053,-0.987442,3.176676
325,368118455,0.667775,-0.363091,-0.548106,-0.349029,0.377788,-0.362270,2.848371
326,368135122,0.668697,-0.363045,-0.542169,-0.356504,-0.305880,-0.394355,2.707531
327,368151789,0.670095,-0.360612,-0.538267,-0.362217,-0.400205,-1.452859,3.006856
328,368168456,0.672162,-0.356245,-0.535033,-0.367461,0.165603,-1.131151,3.050986
329,368185123,0.675057,-0.349871,-0.531689,-0.373089,0.096693,-1.556781,2.938638
330,368201790,0.678288,-0.342185,-0.528236,-0.379213,-0.014963,-1.640900,2.943208
331,368218457,0.681761,-0.332934,-0.524966,-0.385705,0.065119,-1.458074,2.527878
332,368235124,0.685525,-0.322723,-0.521291,-0.392635,0.556377,-1.315696,1.473433
333,368251791,0.688261,-0.314762,-0.515911,-0.401320,0.227362,-1.441680,0.688434
334,368268458,0.690846,-0.306724,-0.510586,-0.409823,-0.483365,-0.990311,0.314468
335,368285125,0.694068,-0.297926,-0.506016,-0.416483,0.040373,-0.890715,-0.296839
336,368301792,0.696437,-0.291725,-0.500863,-0.423094,0.216395,-0.824083,-0.617096
337,368318459,0.698571,-0.286446,-0.496406,-0.428402,0.026494,-0.801148,-0.927005
338,368335126,0.700056,-0.282361,-0.492326,-0.433369,-0.104066,-0.868502,-1.342072
339,368351793,0.700334,-0.279402,-0.488331,-0.439317,-0.452085,-0.647860,-1.737791
340,368368460,0.700853,-0.275784,-0.485136,-0.444287,0.122922,-0.457993,-2.162034
341,368385127,0.702110,-0.272477,-0.482598,-0.447098,0.434040,-0.445504,-2.754853
342,368401794,0.702966,-0.270649,-0.480078,-0.449571,0.169838,-0.014600,-2.706712
343,368418461,0.702024,-0.270886,-0.476865,-0.454294,-0.913143,-0.033017,-2.647156
344,368435128,0.699908,-0.270322,-0.475307,-0.459498,-0.906328,0.040226,-2.681756
345,368451795,0.696743,-0.270537,-0.474741,-0.464737,-0.059754,0.650191,-2.693752
346,368468462,0.693033,-0.272300,-0.474120,-0.469860,0.255116,0.599609,-2.729376
347,368485129,0.688995,-0.275336,-0.472883,-0.475245,0.038667,0.401687,-2.590701
348,368501796,0.685404,-0.278434,-0.472129,-0.479364,0.668385,0.493406,-2.414618
349,368518463,0.681611,-0.284623,-0.469695,-0.483512,0.865081,0.983871,-2.160329
350,368535130,0.677806,-0.292759,-0.466311,-0.487263,0.315353,0.688576,-1.999362
351,368551797,0.673937,-0.301797,-0.462770,-0.490480,0.213937,0.800945,-1.814280
352,368568464,0.669171,-0.312875,-0.458470,-0.494090,-0.163569,1.056748,-1.833571
353,368585131,0.663422,-0.324598,-0.454824,-0.497637,-0.774611,1.120064,-1.801857
354,368601798,0.657204,-0.335057,-0.453092,-0.500526,-0.885636,1.254320,-1.761378
355,368618465,0.650111,-0.345303,-0.452674,-0.503197,-0.294715,1.483203,-1.846020
356,368635132,0.641067,-0.357956,-0.451402,-0.507087,-0.137260,2.159056,-1.360305
357,368651799,0.633568,-0.367032,-0.451548,-0.509886,-0.074484,0.718100,-0.917560
358,368668466,0.627577,-0.373188,-0.450753,-0.513517,0.792279,0.319739,-0.070152
359,368685133,0.622725,-0.378375,-0.446274,-0.519504,0.016815,-1.039070,0.196277
360,368701800,0.620997,-0.379402,-0.441876,-0.524560,0.142949,0.270564,0.350062
361,368718467,0.619607,-0.380339,-0.435414,-0.530889,-1.572346,-0.288370,-0.240853
362,368735134,0.622474,-0.374553,-0.435202,-0.531823,0.424529,2.099485,-0.134384
363,368751801,0.621136,-0.376755,-0.430263,-0.535835,-0.104252,1.371301,-0.264424
364,368768468,0.620635,-0.376060,-0.428337,-0.538442,-0.875637,1.391021,-0.583257
365,368785135,0.617726,-0.378040,-0.425824,-0.542379,-0.079856,1.947125,-0.512143
366,368801802,0.614121,-0.380683,-0.424990,-0.545270,-0.231230,1.040722,-0.451119
367,368818469,0.610139,-0.383749,-0.424599,-0.547890,0.151625,0.547045,0.094850
368,368835136,0.606460,-0.387032,-0.423288,-0.550672,0.107843,0.305376,0.359006
369,368851803,0.605143,-0.388126,-0.422633,-0.551852,0.064777,-0.147986,0.347758
370,368868470,0.605359,-0.388213,-0.421500,-0.552421,-0.018727,-0.098475,0.299215
371,368885137,0.606229,-0.387541,-0.420026,-0.553061,-0.352048,-0.103830,0.143452
372,368901804,0.606998,-0.386659,-0.418808,-0.553758,0.026856,0.378192,0.006979
373,368918471,0.606392,-0.387470,-0.417287,-0.555002,0.095098,0.686999,-0.204335
374,368935138,0.604977,-0.388961,-0.416686,-0.555954,-0.095437,0.337270,-0.144704
375,368951805,0.602902,-0.391054,-0.416363,-0.556981,0.042439,0.159137,0.088674
376,368968472,0.600936,-0.393346,-0.416062,-0.557717,0.055361,-0.228773,0.212297
377,368985139,0.600171,-0.394660,-0.415966,-0.557683,0.138068,-0.574241,0.481329
378,369001806,0.601064,-0.394549,-0.415767,-0.556948,0.203726,-0.836031,0.541790
379,369018473,0.602883,-0.393423,-0.414858,-0.556456,0.128712,-0.559803,0.304974
380,369035140,0.604355,-0.392792,-0.413231,-0.556517,0.007972,0.154920,-0.007293
381,369051807,0.605574,-0.391993,-0.412586,-0.556233,-0.068824,0.210028,-0.219960
382,369068474,0.606719,-0.391281,-0.413128,-0.555083,0.433840,0.739873,-0.307720
383,369085141,0.607221,-0.391703,-0.413722,-0.553792,0.582694,0.657249,-0.344532
384,369101808,0.607658,-0.392376,-0.414602,-0.552176,0.646365,0.467723,-0.422624
385,369118475,0.606879,-0.395005,-0.413896,-0.551688,-0.079272,0.082922,-0.147580
386,369135142,0.607165,-0.395685,-0.414518,-0.550417,0.168879,-0.139445,-0.213532
387,369151809,0.605388,-0.399372,-0.412454,-0.551262,-0.595907,0.095718,0.108457
388,369168476,0.605548,-0.399657,-0.413328,-0.550223,-0.050654,0.402698,-0.355146
389,369185143,0.604408,-0.402417,-0.412520,-0.550071,0.018582,0.219467,0.085693
390,369201810,0.603991,-0.404021,-0.412875,-0.549087,-0.529984,-0.220373,-0.198996
391,369218477,0.603750,-0.405748,-0.413201,-0.547832,0.428000,-0.136423,0.008667
392,369235144,0.602205,-0.409624,-0.411582,-0.547866,0.234892,0.186036,0.104526
393,369251811,0.601520,-0.411288,-0.411835,-0.547181,-0.473899,-0.523791,0.070204
394,369268478,0.600854,-0.412992,-0.411739,-0.546702,0.421078,0.271790,0.172740
395,369285145,0.599626,-0.415089,-0.410791,-0.547175,-0.354017,-0.369949,0.217039
396,369301812,0.599528,-0.415229,-0.410909,-0.547087,0.185851,0.127717,0.294603
397,369318479,0.598354,-0.416790,-0.409202,-0.548464,-0.201892,0.341558,0.077087
398,369335146,0.597729,-0.417284,-0.408972,-0.548941,-0.318113,0.366899,-0.049927
399,369351813,0.596955,-0.418203,-0.408848,-0.549176,-0.164792,0.481054,-0.022820
400,369368480,0.597318,-0.418310,-0.409978,-0.547855,0.356624,0.596560,-0.187256
401,369385147,0.595443,-0.422006,-0.408718,-0.548004,-0.684554,0.041915,0.051661
402,369401814,0.596337,-0.422083,-0.411321,-0.545017,0.790028,0.400898,-0.055870
403,369418481,0.594487,-0.426282,-0.410058,-0.544721,-0.443684,-0.119003,0.258624
404,369435148,0.595721,-0.425374,-0.413146,-0.541742,-0.042423,-0.227991,0.220846
405,369451815,0.595801,-0.425837,-0.413737,-0.540838,0.584611,0.016946,0.100416
406,369468482,0.596219,-0.425802,-0.414808,-0.539583,0.493558,0.018020,-0.145295
407,369485149,0.595821,-0.426744,-0.415091,-0.539061,0.930020,0.220759,-0.139218
408,369501816,0.594786,-0.428497,-0.414801,-0.539037,0.644814,0.101442,-0.156709
409,369518483,0.594286,-0.429664,-0.414992,-0.538512,1.454486,0.669835,-0.452579
410,369535150,0.591877,-0.434075,-0.413034,-0.539133,0.529969,0.240472,-0.474272
411,369551817,0.590790,-0.437802,-0.412883,-0.537424,1.187040,0.614880,-0.341790
412,369568484,0.589593,-0.446622,-0.411020,-0.532891,0.422851,-0.092419,-0.104223
413,369585151,0.591772,-0.451458,-0.412323,-0.525340,0.460889,0.226176,0.078886
414,369601818,0.593479,-0.455799,-0.413060,-0.519049,0.714372,-0.355491,0.320821
415,369618485,0.595085,-0.459167,-0.413669,-0.513729,1.677143,-0.062832,0.140414
416,369635152,0.597353,-0.460699,-0.414304,-0.509194,2.497357,-0.319665,-0.031371
417,369651819,0.596481,-0.464670,-0.412808,-0.507821,2.699522,0.575252,-0.014310
418,369668486,0.588286,-0.473949,-0.409253,-0.511667,1.036998,-0.389839,0.309494
419,369685153,0.579887,-0.480077,-0.407612,-0.516828,0.561214,-1.163585,0.599414
420,369701820,0.572497,-0.484605,-0.405314,-0.522615,0.702391,-0.503518,0.367468
421,369718487,0.564819,-0.489870,-0.401302,-0.529116,0.623133,0.643395,0.111950
422,369735154,0.556646,-0.496257,-0.396641,-0.535304,-0.889126,1.076260,-0.330088
423,369751821,0.546860,-0.504217,-0.392820,-0.540743,-3.519371,1.144198,0.168322
424,369768488,0.534484,-0.511137,-0.391531,-0.547512,-6.783810,0.377158,1.015741
425,369785155,0.520882,-0.514794,-0.394542,-0.554982,-7.821340,1.301040,1.014692
426,369801822,0.505603,-0.516857,-0.400159,-0.563115,-8.927826,2.115766,0.710959
427,369818489,0.491554,-0.516679,-0.410812,-0.568024,-9.549005,2.237330,0.322881
428,369835156,0.480313,-0.514622,-0.426032,-0.568296,-9.726166,1.778823,0.408163
429,369851823,0.475321,-0.515331,-0.447085,-0.555535,-9.881067,-0.589274,0.822685
430,369868490,0.477696,-0.509327,-0.473385,-0.536935,-6.701758,-1.243063,1.369221
431,369885157,0.485686,-0.498115,-0.499262,-0.516457,-4.578648,-2.179633,1.415133
432,369901824,0.498574,-0.483417,-0.523124,-0.494038,-0.553178,-1.806296,0.847600
433,369918491,0.514385,-0.467889,-0.542367,-0.471514,1.708949,-0.970209,-0.565271
434,369935158,0.532205,-0.450995,-0.559934,-0.447030,2.950907,-0.512309,-2.177248
435,369951825,0.550239,-0.434231,-0.577028,-0.419189,6.839146,0.700763,-3.413153
436,369968492,0.561733,-0.425823,-0.588285,-0.396298,9.808208,1.437150,-3.188085
437,369985159,0.568362,-0.421957,-0.595706,-0.379541,11.850683,0.277000,-1.804828
438,370001826,0.574892,-0.418474,-0.599109,-0.368031,13.141555,-1.407570,-0.465802
439,370018493,0.580080,-0.418276,-0.598414,-0.361183,14.381186,-1.329681,-0.066118
440,370035160,0.584059,-0.420788,-0.594790,-0.357824,14.929090,-0.977560,-0.724355
441,370051827,0.584782,-0.427852,-0.588434,-0.358774,16.020916,-0.540922,-0.494463
442,370068494,0.580508,-0.441860,-0.576287,-0.368327,14.984471,-2.558618,1.117283
443,370085161,0.576735,-0.457618,-0.557775,-0.383210,12.959945,-4.866853,2.518644
444,370101828,0.573940,-0.475854,-0.529261,-0.405018,9.575611,-6.361288,2.836882
445,370118495,0.576288,-0.491451,-0.493359,-0.427743,5.393905,-6.079235,1.202420
446,370135162,0.572640,-0.511860,-0.447977,-0.457603,-2.451968,-2.817383,-2.057747
447,370151829,0.560866,-0.529612,-0.408042,-0.488306,-10.688625,1.794018,-3.350719
448,370168496,0.536148,-0.547339,-0.376465,-0.520807,-16.062510,6.347015,-2.550955
449,370185163,0.503654,-0.561121,-0.357976,-0.550753,-19.534256,8.298104,-0.651907
450,370201830,0.473999,-0.568042,-0.354977,-0.571528,-18.514151,6.259654,2.214418
451,370218497,0.452286,-0.570574,-0.354919,-0.586443,-17.124084,4.111754,5.288198
452,370235164,0.447379,-0.566885,-0.357226,-0.592354,-17.013546,4.291451,4.495556
453,370251831,0.455140,-0.557432,-0.368831,-0.588287,-16.273148,5.416339,0.205464
454,370268498,0.469155,-0.545423,-0.389107,-0.575329,-13.913625,5.878067,-1.644364
455,370285165,0.486026,-0.530105,-0.415231,-0.557092,-10.557233,2.228178,-1.995457
456,370301832,0.501138,-0.513332,-0.443554,-0.537226,-6.840839,0.310198,-2.611314
457,370318499,0.516110,-0.493452,-0.474973,-0.514330,-3.119370,-2.131835,-2.532788
458,370335166,0.530905,-0.472464,-0.509158,-0.485465,2.518406,-3.148066,-2.563340
459,370351833,0.542919,-0.454016,-0.540818,-0.454560,6.987486,-4.048326,-1.835120
460,370368500,0.553925,-0.437308,-0.568369,-0.422949,11.630428,-4.730314,-1.208758
461,370385167,0.564507,-0.425899,-0.588243,-0.392315,18.222822,-2.693579,-0.531460
462,370401834,0.573806,-0.423616,-0.597400,-0.366619,20.733587,-3.425900,1.669744
463,370418501,0.580895,-0.425948,-0.598282,-0.350982,21.101511,-4.364131,2.839684
464,370435168,0.585936,-0.431073,-0.593605,-0.344222,20.825195,-2.646738,3.141391
465,370451835,0.588906,-0.441163,-0.581143,-0.347616,20.165609,-4.886306,3.984635
466,370468502,0.589349,-0.456254,-0.559964,-0.361857,16.776291,-5.510019,3.564726
467,370485169,0.591287,-0.471165,-0.532423,-0.380668,13.344280,-7.415061,3.149508
468,370501836,0.586839,-0.494398,-0.493036,-0.410007,5.777967,-4.980584,0.487563
469,370518503,0.576806,-0.516244,-0.452268,-0.442991,-4.115909,-4.605677,-1.236988
470,370535170,0.558363,-0.535702,-0.415772,-0.477899,-9.537169,0.504522,-2.308073
471,370551837,0.529855,-0.553782,-0.383962,-0.514930,-14.791855,3.616122,-1.779884
472,370568504,0.499322,-0.565866,-0.360474,-0.548208,-16.627132,6.986447,-1.672660
473,370585171,0.468722,-0.576474,-0.339111,-0.577046,-18.785555,9.700452,-0.115762
474,370601838,0.444206,-0.582861,-0.325632,-0.597425,-22.499832,13.626701,-1.011136
475,370618505,0.438438,-0.579592,-0.338789,-0.597552,-21.477850,12.297448,-0.839428
