sep=,
951,378551997,0.562336,-0.431879,-0.575407,-0.407634,-1.186553,0.320402,-0.246415
952,378568664,0.565012,-0.426177,-0.577670,-0.406733,-0.426273,1.016235,-0.516259
953,378585331,0.567517,-0.420698,-0.580292,-0.405215,0.299237,0.641819,-0.327869
954,378601998,0.570048,-0.415760,-0.582453,-0.403654,0.548148,1.101183,-0.181012
955,378618665,0.571847,-0.412495,-0.583412,-0.403075,0.653761,0.503018,-0.197607
956,378635332,0.572940,-0.410429,-0.583037,-0.404173,-0.699732,0.578531,-0.501659
957,378651999,0.574204,-0.407388,-0.583451,-0.404859,-1.503172,-0.164236,-0.621675
958,378668666,0.576980,-0.402173,-0.585869,-0.402627,-0.825775,0.720282,-0.689528
959,378685333,0.580707,-0.396810,-0.588428,-0.398840,0.185336,-0.097521,-0.509856
960,378702000,0.583905,-0.393556,-0.589481,-0.395829,0.132696,0.822136,-0.442030
961,378718667,0.587362,-0.390287,-0.590908,-0.391804,0.245965,0.794778,-0.504796
962,378735334,0.590913,-0.387102,-0.592105,-0.387796,0.099182,0.339050,-0.201826
963,378752001,0.594152,-0.384537,-0.592512,-0.384767,-0.313202,-0.353412,-0.648032
964,378768668,0.597122,-0.382492,-0.592334,-0.382473,-0.896643,0.174543,-0.886541
965,378785335,0.601393,-0.378749,-0.593377,-0.377864,-1.817401,0.692490,-1.756003
966,378802002,0.608132,-0.371285,-0.598502,-0.366220,-0.897528,-0.026281,-1.391875
967,378818669,0.614996,-0.363816,-0.602734,-0.355147,0.514020,-0.044092,-0.446934
968,378835336,0.623109,-0.357796,-0.602906,-0.346730,-0.231070,-0.653286,-0.642426
969,378852003,0.633084,-0.348031,-0.605207,-0.334369,-0.055684,-0.762499,-0.438354
970,378868670,0.642083,-0.337639,-0.607429,-0.323666,-0.079921,-1.188983,0.259225
971,378885337,0.649609,-0.327162,-0.608584,-0.317174,0.444196,0.224074,-0.022333
972,378902004,0.656875,-0.317051,-0.608754,-0.312111,0.297113,-0.526040,-0.742654
973,378918671,0.663142,-0.308907,-0.607930,-0.308611,-0.000933,0.006136,-0.890154
974,378935338,0.669188,-0.300740,-0.607277,-0.304889,-0.027726,-0.125364,-1.017982
975,378952005,0.674263,-0.294647,-0.605709,-0.302768,0.061572,0.034990,-0.859310
976,378968672,0.678078,-0.290227,-0.604200,-0.301532,-0.257198,-0.137809,-0.827331
977,378985339,0.681109,-0.286193,-0.603172,-0.300614,-0.856693,-0.516057,-0.874721
978,379002006,0.683462,-0.282146,-0.602892,-0.299657,-0.354992,0.097118,-0.810843
979,379018673,0.684839,-0.278675,-0.603733,-0.298064,0.485592,-0.328443,-0.260880
980,379035340,0.685304,-0.277453,-0.604095,-0.297402,-0.014820,-0.241974,0.163224
981,379052007,0.684977,-0.276550,-0.605016,-0.297123,-0.754885,-1.213122,0.068181
982,379068674,0.684339,-0.274013,-0.607807,-0.295243,-0.256674,-0.578586,0.075304
983,379085341,0.684446,-0.271036,-0.610275,-0.292639,0.993914,-0.281600,0.368430
984,379102008,0.684420,-0.270834,-0.611003,-0.291365,0.652339,-0.583017,0.732969
985,379118675,0.684567,-0.271279,-0.611449,-0.289665,0.925228,-0.414577,1.185105
986,379135342,0.684749,-0.272853,-0.610679,-0.289382,0.243721,-0.446450,1.738340
987,379152009,0.683680,-0.275842,-0.609751,-0.291027,-0.628101,-1.204835,1.956978
988,379168676,0.683003,-0.275445,-0.611340,-0.289656,0.151222,-0.602194,1.716150
989,379185343,0.682785,-0.276716,-0.610722,-0.290263,0.676383,-0.157907,1.434288
990,379202010,0.682154,-0.279584,-0.608966,-0.292675,-0.013032,-0.326831,1.092354
991,379218677,0.682893,-0.282058,-0.606693,-0.293301,-0.462692,-0.453236,1.234818
992,379235344,0.681811,-0.285888,-0.605950,-0.293644,-0.428882,0.023705,0.988028
993,379252011,0.681918,-0.289019,-0.604666,-0.292977,-0.580916,-0.321590,0.991420
994,379268678,0.681476,-0.291259,-0.604689,-0.291735,-0.651576,-0.446951,1.030692
995,379285345,0.680562,-0.292728,-0.605334,-0.291061,-0.749291,-0.407312,0.847072
996,379302012,0.679525,-0.293064,-0.606867,-0.289951,-0.124015,-0.276373,0.966443
997,379318679,0.678732,-0.293658,-0.608126,-0.288566,0.377058,-0.077006,1.250586
998,379335346,0.678335,-0.295287,-0.607909,-0.288296,0.085601,-0.112065,1.097997
999,379352013,0.678389,-0.296894,-0.606876,-0.288694,-0.406400,-0.282503,0.769019
1000,379368680,0.678675,-0.297850,-0.606307,-0.288231,-0.170557,-0.069603,0.532115
1001,379385347,0.678898,-0.299888,-0.605001,-0.288337,-0.196094,-0.105352,0.460148
1002,379402014,0.679253,-0.301559,-0.603899,-0.288070,-0.428380,-0.135027,0.465215
1003,379418681,0.679574,-0.302238,-0.603624,-0.287173,-0.441713,-0.299159,0.345242
1004,379435348,0.679675,-0.302295,-0.603950,-0.286189,-0.351955,-0.041380,0.037675
1005,379452015,0.679272,-0.302649,-0.604666,-0.285259,-0.172705,0.131349,-0.176364
1006,379468682,0.678390,-0.303642,-0.605475,-0.284585,-0.184644,-0.088460,-0.103354
1007,379485349,0.677473,-0.303990,-0.607291,-0.282520,-0.013158,-0.135849,-0.141033
1008,379502016,0.676840,-0.304373,-0.608544,-0.280925,0.167518,-0.139264,-0.096522
1009,379518683,0.676357,-0.304598,-0.609573,-0.279612,0.329377,-0.188257,-0.143214
1010,379535350,0.675938,-0.305380,-0.610067,-0.278692,0.280101,-0.171014,-0.343673
1011,379552017,0.675127,-0.308530,-0.611782,-0.273379,2.937468,-0.809880,6.562689
1012,379568684,0.677910,-0.311391,-0.606635,-0.274714,0.984896,3.483232,0.274959
1013,379585351,0.677845,-0.317116,-0.600626,-0.281448,-1.915185,-3.762910,0.040730
1014,379602018,0.678030,-0.315475,-0.601810,-0.280315,-0.852344,1.770319,-0.795475
1015,379618685,0.678670,-0.315029,-0.601217,-0.280539,-1.477050,-0.187336,-0.884494
1016,379635352,0.677368,-0.315351,-0.602562,-0.280439,-0.834376,-0.582026,-0.101511
1017,379652019,0.676613,-0.314177,-0.604511,-0.279384,0.410277,-0.066694,0.222108
1018,379668686,0.675949,-0.314082,-0.605816,-0.278267,1.326767,0.045299,0.269069
1019,379685353,0.675520,-0.315724,-0.605266,-0.278648,0.879718,-0.666206,0.272782
1020,379702020,0.676131,-0.316005,-0.604630,-0.278227,1.228410,-0.104680,0.492076
1021,379718687,0.676644,-0.318810,-0.601183,-0.281234,-0.240764,-1.047926,0.146699
1022,379735354,0.677742,-0.318602,-0.599668,-0.282060,-0.638058,0.086939,-0.154963
1023,379752021,0.678563,-0.318565,-0.598343,-0.282939,-0.494709,0.052150,-0.015429
1024,379768688,0.679036,-0.318406,-0.597685,-0.283374,0.055546,0.389921,-0.096976
1025,379785355,0.679134,-0.319080,-0.596857,-0.284127,-0.069042,0.388278,-0.024197
1026,379802022,0.678923,-0.320119,-0.596128,-0.284989,-0.380091,0.191542,-0.105657
1027,379818689,0.678317,-0.321244,-0.595823,-0.285805,-0.687870,-0.397797,-0.212236
1028,379835356,0.677770,-0.321413,-0.596123,-0.286286,-0.112634,0.409554,-0.001470
1029,379852023,0.676471,-0.323062,-0.595883,-0.287995,-0.323156,-0.094140,-0.067637
1030,379868690,0.675068,-0.324584,-0.596021,-0.289288,-0.404987,-0.145508,-0.053205
1031,379885357,0.673719,-0.325694,-0.596445,-0.290311,-0.167935,-0.043147,0.104197
1032,379902024,0.672922,-0.326140,-0.597333,-0.289832,0.745653,0.646213,0.144644
1033,379918691,0.670743,-0.331260,-0.595456,-0.292922,-1.152096,0.667581,-0.435662
1034,379935358,0.669105,-0.331305,-0.596943,-0.293590,-2.043108,-0.026758,-0.495634
1035,379952025,0.666971,-0.331152,-0.600574,-0.291202,1.010030,1.317422,0.316784
1036,379968692,0.665464,-0.332365,-0.600994,-0.292400,0.163963,-2.675586,0.398597
1037,379985359,0.665739,-0.329813,-0.602985,-0.290559,1.902621,-0.437959,0.444584
1038,380002026,0.666125,-0.331310,-0.601492,-0.291065,1.595186,0.266682,0.341714
1039,380018693,0.667234,-0.332306,-0.599173,-0.292170,-0.035910,-1.509408,0.293217
1040,380035360,0.669115,-0.331291,-0.597392,-0.292668,-0.093845,0.232751,0.159406
1041,380052027,0.670004,-0.331759,-0.595264,-0.294436,-1.695993,1.321764,-0.601168
1042,380068694,0.669755,-0.331232,-0.595751,-0.294610,-1.714506,1.504998,-0.738368
1043,380085361,0.668472,-0.331428,-0.597542,-0.293674,-0.454640,0.375500,-0.191978
1044,380102028,0.667099,-0.331994,-0.599069,-0.293046,0.626066,-1.070136,0.517653
1045,380118695,0.666894,-0.331586,-0.599401,-0.293296,0.787106,-0.950595,0.275999
1046,380135362,0.667850,-0.330714,-0.599405,-0.292092,1.246006,0.244085,0.155540
1047,380152029,0.668388,-0.332212,-0.597379,-0.293312,0.190869,-0.810828,0.335229
1048,380168696,0.669051,-0.331974,-0.596103,-0.294662,-1.424961,-0.145405,-0.335407
1049,380185363,0.669124,-0.331083,-0.596723,-0.294244,-0.560972,2.434720,-0.459853
1050,380202030,0.667846,-0.332749,-0.596792,-0.295127,-1.028456,-0.241147,-0.269230
1051,380218697,0.667098,-0.331781,-0.598762,-0.293915,0.088778,-0.796358,0.270061
1052,380235364,0.666426,-0.331830,-0.599366,-0.294154,0.619767,0.091677,0.151773
1053,380252031,0.666301,-0.331842,-0.599648,-0.293848,0.571550,-0.299601,0.155721
1054,380268698,0.666748,-0.331831,-0.599391,-0.293371,0.414959,-0.791187,0.224022
1055,380285365,0.667321,-0.331806,-0.598562,-0.293787,0.562250,0.058305,0.199226
1056,380302032,0.668019,-0.332382,-0.597174,-0.294376,-0.153154,-0.078516,0.106279
1057,380318699,0.668883,-0.331838,-0.596098,-0.295205,-1.126040,0.007900,-0.307408
1058,380335366,0.668867,-0.331306,-0.596495,-0.295037,-0.447262,1.634322,-0.354859
1059,380352033,0.667723,-0.332700,-0.596567,-0.295913,-0.795763,-0.180908,-0.160393
1060,380368700,0.667341,-0.331695,-0.598114,-0.294779,0.215563,-0.480991,0.183619
1061,380385367,0.667325,-0.331732,-0.598334,-0.294327,0.995396,-0.055513,0.303573
1062,380402034,0.667583,-0.332216,-0.597697,-0.294489,-0.008491,-0.783564,0.170183
1063,380418701,0.668121,-0.331759,-0.597192,-0.294808,-0.197161,0.246767,-0.076679
1064,380435368,0.668088,-0.332110,-0.596941,-0.294998,-0.512863,0.764001,-0.214792
1065,380452035,0.667521,-0.332317,-0.597010,-0.295906,-0.601308,-0.045150,-0.134425
1066,380468702,0.667196,-0.331851,-0.598022,-0.295117,0.130577,0.019257,0.041557
1067,380485369,0.666857,-0.332266,-0.598096,-0.295268,0.374833,-0.306806,0.211953
1068,380502036,0.667206,-0.332033,-0.598047,-0.294840,0.230321,-0.472275,0.156803
1069,380518703,0.667678,-0.331808,-0.597654,-0.294822,0.127859,0.168229,0.048975
1070,380535370,0.667847,-0.332178,-0.596991,-0.295366,-0.383347,0.058023,-0.093394
1071,380552037,0.667851,-0.331966,-0.597075,-0.295425,-0.429616,0.227466,-0.141353
1072,380568704,0.667588,-0.332010,-0.597196,-0.295724,-0.017759,0.246153,-0.027094
1073,380585371,0.667407,-0.332108,-0.597235,-0.295943,0.018539,-0.354876,0.109803
1074,380602038,0.667625,-0.331807,-0.597296,-0.295666,0.147081,-0.111495,0.074706
1075,380618705,0.667837,-0.331955,-0.597145,-0.295327,-0.117473,0.168232,-0.005108
1076,380635372,0.667800,-0.332051,-0.597043,-0.295509,-0.365456,0.135375,-0.093973
1077,380652039,0.667445,-0.332094,-0.597161,-0.296025,-0.135515,0.198090,-0.047750
1078,380668706,0.667002,-0.332331,-0.597268,-0.296539,-0.045315,-0.162553,0.070896
1079,380685373,0.666965,-0.332064,-0.597659,-0.296132,0.013783,-0.203092,0.058610
1080,380702040,0.667010,-0.332110,-0.597589,-0.296121,0.145097,0.037819,0.073538
1081,380718707,0.667118,-0.332197,-0.597496,-0.295970,-0.101752,-0.123884,0.035866
1082,380735374,0.667264,-0.332048,-0.597468,-0.295864,-0.092794,0.071825,-0.016456
1083,380752041,0.667273,-0.332181,-0.597409,-0.295811,-0.104799,0.123612,-0.004121
1084,380768708,0.667257,-0.332207,-0.597377,-0.295886,-0.118605,-0.105009,0.011520
1085,380785375,0.667310,-0.332078,-0.597437,-0.295788,0.040630,0.028908,0.050775
1086,380802042,0.667402,-0.332211,-0.597345,-0.295618,-0.066087,-0.069205,0.030910
1087,380818709,0.667507,-0.332118,-0.597275,-0.295627,-0.101932,-0.013957,0.003216
1088,380835376,0.667503,-0.332202,-0.597095,-0.295906,-0.048337,0.109345,0.000551
1089,380852043,0.667491,-0.332226,-0.597076,-0.295943,-0.203091,-0.036007,-0.002684
1090,380868710,0.667451,-0.332131,-0.597125,-0.296040,-0.093597,0.133218,-0.015199
1091,380885377,0.667269,-0.332291,-0.597131,-0.296259,-0.120458,0.033765,0.004874
1092,380902044,0.667097,-0.332276,-0.597190,-0.296545,-0.107824,-0.048556,0.009050
1093,380918711,0.666958,-0.332244,-0.597270,-0.296732,-0.007554,0.069236,0.029414
1094,380935378,0.666840,-0.332310,-0.597271,-0.296921,-0.063903,-0.080066,0.029575
1095,380952045,0.666807,-0.332192,-0.597335,-0.296999,-0.021195,-0.025758,0.029111
1096,380968712,0.666815,-0.332192,-0.597345,-0.296960,-0.019731,-0.015634,0.034417
1097,380985379,0.666908,-0.332163,-0.597299,-0.296876,-0.066450,-0.061679,0.025007
1098,381002046,0.667057,-0.332074,-0.597279,-0.296681,-0.023083,0.065112,0.013397
1099,381018713,0.667156,-0.332156,-0.597195,-0.296538,-0.115768,0.020859,0.008066
1100,381035380,0.667228,-0.332128,-0.597172,-0.296453,-0.117171,0.043430,0.005087
1101,381052047,0.667244,-0.332159,-0.597153,-0.296420,-0.086454,0.084123,0.013098
1102,381068714,0.667226,-0.332211,-0.597128,-0.296452,-0.107208,-0.043053,0.004042
1103,381085381,0.667198,-0.332197,-0.597132,-0.296522,-0.072057,0.017804,0.017826
1104,381102048,0.667147,-0.332239,-0.597137,-0.296579,-0.084382,0.012437,0.015237
1105,381118715,0.667107,-0.332228,-0.597138,-0.296680,-0.104305,-0.015706,0.003757
1106,381135382,0.667029,-0.332223,-0.597167,-0.296802,-0.076030,0.041203,-0.000566
1107,381152049,0.666914,-0.332289,-0.597165,-0.296990,-0.095731,-0.002596,-0.007322
1108,381168716,0.666807,-0.332275,-0.597208,-0.297162,-0.082529,0.007173,0.013862
1109,381185383,0.666724,-0.332288,-0.597242,-0.297264,-0.023292,-0.017422,0.023734
1110,381202050,0.666698,-0.332262,-0.597263,-0.297310,-0.046390,-0.047827,0.039877
1111,381218717,0.666743,-0.332206,-0.597270,-0.297258,-0.022220,-0.018386,0.024113
1112,381235384,0.666829,-0.332200,-0.597246,-0.297119,-0.077292,-0.006147,0.022925
1113,381252051,0.666951,-0.332167,-0.597198,-0.296977,-0.074898,-0.010586,0.003960
1114,381268718,0.667050,-0.332170,-0.597152,-0.296845,-0.072973,0.047737,-0.007187
1115,381285385,0.667090,-0.332201,-0.597122,-0.296782,-0.116358,0.031851,-0.010153
1116,381302052,0.667096,-0.332216,-0.597103,-0.296789,-0.091666,0.029821,-0.010315
1117,381318719,0.667070,-0.332266,-0.597078,-0.296843,-0.102933,0.025819,0.010004
1118,381335386,0.667011,-0.332279,-0.597089,-0.296936,-0.092316,-0.003204,-0.005616
1119,381352053,0.666929,-0.332274,-0.597117,-0.297071,-0.077767,0.041188,-0.003469
1120,381368720,0.666825,-0.332319,-0.597127,-0.297235,-0.083062,0.002123,0.003702
1121,381385387,0.666732,-0.332311,-0.597157,-0.297392,-0.067057,0.002057,0.022165
1122,381402054,0.666645,-0.332311,-0.597190,-0.297522,-0.039091,-0.027552,0.027298
1123,381418721,0.666593,-0.332297,-0.597210,-0.297612,-0.048386,-0.022956,0.022884
1124,381435388,0.666589,-0.332288,-0.597216,-0.297617,-0.039223,-0.005078,0.024817
1125,381452055,0.666626,-0.332271,-0.597212,-0.297564,-0.059281,-0.002989,0.007385
1126,381468722,0.666692,-0.332251,-0.597189,-0.297485,-0.063024,0.005292,0.015353
1127,381485389,0.666773,-0.332241,-0.597160,-0.297371,-0.079678,0.031368,0.011519
1128,381502056,0.666858,-0.332245,-0.597118,-0.297261,-0.072062,0.012159,0.010892
1129,381518723,0.666921,-0.332248,-0.597090,-0.297172,-0.086639,0.019195,0.013801
1130,381535390,0.666953,-0.332272,-0.597057,-0.297139,-0.106822,0.021599,0.000737
1131,381552057,0.666932,-0.332302,-0.597051,-0.297164,-0.104774,0.026111,0.008303
1132,381568724,0.666864,-0.332329,-0.597068,-0.297253,-0.081767,0.003754,0.011814
1133,381585391,0.666776,-0.332356,-0.597087,-0.297382,-0.079623,-0.009755,0.005654
1134,381602058,0.666697,-0.332347,-0.597112,-0.297521,-0.062536,-0.004325,0.004916
1135,381618725,0.666611,-0.332365,-0.597126,-0.297665,-0.044590,-0.025055,0.016016
1136,381635392,0.666543,-0.332350,-0.597156,-0.297774,-0.073792,-0.012279,0.014062
1137,381652059,0.666512,-0.332337,-0.597169,-0.297829,-0.061454,-0.006136,0.034494
1138,381668726,0.666510,-0.332327,-0.597176,-0.297832,-0.054032,-0.001812,0.023408
1139,381685393,0.666542,-0.332307,-0.597179,-0.297778,-0.042243,-0.000967,0.027754
1140,381702060,0.666605,-0.332293,-0.597167,-0.297677,-0.037299,-0.025031,0.019203
1141,381718727,0.666671,-0.332308,-0.597129,-0.297587,-0.057633,0.000728,0.011166
1142,381735394,0.666726,-0.332325,-0.597097,-0.297509,-0.087872,0.013367,0.008965
1143,381752061,0.666774,-0.332334,-0.597070,-0.297448,-0.087690,0.011149,0.003341
1144,381768728,0.666796,-0.332350,-0.597047,-0.297426,-0.088654,0.012356,0.013937
1145,381785395,0.666794,-0.332364,-0.597046,-0.297416,-0.089356,0.040254,0.000666
1146,381802062,0.666760,-0.332389,-0.597038,-0.297480,-0.112002,0.047458,-0.007402
1147,381818729,0.666688,-0.332411,-0.597051,-0.297592,-0.079990,0.020989,-0.003187
1148,381835396,0.666590,-0.332437,-0.597070,-0.297744,-0.094054,0.021165,0.010286
1149,381852063,0.666494,-0.332440,-0.597105,-0.297884,-0.080025,-0.003711,0.021364
1150,381868730,0.666421,-0.332437,-0.597136,-0.297991,-0.057151,-0.025177,0.042244
1151,381885397,0.666387,-0.332423,-0.597153,-0.298048,-0.056524,-0.024413,0.029960
1152,381902064,0.666396,-0.332399,-0.597156,-0.298048,-0.049999,-0.016441,0.026883
1153,381918731,0.666456,-0.332373,-0.597144,-0.297965,-0.046450,-0.003686,0.023708
1154,381935398,0.666533,-0.332361,-0.597118,-0.297858,-0.074034,0.010224,0.010536
1155,381952065,0.666611,-0.332377,-0.597075,-0.297754,-0.075315,0.006293,0.012676
1156,381968732,0.666671,-0.332380,-0.597051,-0.297664,-0.094691,0.018292,0.000689
1157,381985399,0.666700,-0.332408,-0.597017,-0.297635,-0.097091,0.025342,0.002545
1158,382002066,0.666708,-0.332419,-0.597004,-0.297633,-0.090696,0.016637,-0.003383
1159,382018733,0.666691,-0.332433,-0.597000,-0.297663,-0.097279,0.038145,0.001850
1160,382035400,0.666656,-0.332449,-0.597003,-0.297716,-0.095436,0.033239,0.009157
1161,382052067,0.666601,-0.332458,-0.597014,-0.297808,-0.086499,0.024782,-0.006229
1162,382068734,0.666523,-0.332482,-0.597030,-0.297924,-0.075829,0.007366,0.013367
1163,382085401,0.666445,-0.332476,-0.597061,-0.298042,-0.065378,-0.000520,0.015827
1164,382102068,0.666365,-0.332474,-0.597103,-0.298139,-0.068551,-0.006899,0.025414
1165,382118735,0.666328,-0.332461,-0.597123,-0.298196,-0.044291,-0.015859,0.012292
1166,382135402,0.666334,-0.332435,-0.597139,-0.298180,-0.046637,-0.016743,0.016505
1167,382152069,0.666375,-0.332412,-0.597140,-0.298114,-0.063412,0.005699,0.032710
1168,382168736,0.666438,-0.332397,-0.597125,-0.298019,-0.064932,-0.000060,0.018618
1169,382185403,0.666508,-0.332402,-0.597093,-0.297919,-0.065414,0.011087,0.009280
1170,382202070,0.666578,-0.332409,-0.597051,-0.297839,-0.096069,0.038747,0.018844
1171,382218737,0.666628,-0.332411,-0.597026,-0.297774,-0.085928,0.013241,0.004909
1172,382235404,0.666632,-0.332429,-0.597015,-0.297770,-0.091083,0.036348,0.002992
1173,382252071,0.666615,-0.332449,-0.597004,-0.297808,-0.098397,0.027021,-0.000822
1174,382268738,0.666559,-0.332489,-0.597000,-0.297896,-0.084310,0.019559,0.019886
1175,382285405,0.666497,-0.332507,-0.597013,-0.297989,-0.067262,0.011827,0.005207
1176,382302072,0.666427,-0.332518,-0.597028,-0.298101,-0.072739,0.006488,0.004072
1177,382318739,0.666357,-0.332526,-0.597041,-0.298222,-0.067803,-0.009719,0.013535
1178,382335406,0.666299,-0.332512,-0.597066,-0.298319,-0.051183,-0.003809,0.013350
1179,382352073,0.666276,-0.332496,-0.597079,-0.298360,-0.016298,-0.033597,0.011532
1180,382368740,0.666286,-0.332480,-0.597082,-0.298350,-0.049648,-0.015069,0.031194
1181,382385407,0.666348,-0.332470,-0.597053,-0.298282,-0.048408,0.004478,0.019596
1182,382402074,0.666419,-0.332452,-0.597030,-0.298188,-0.060333,0.013990,0.012345
1183,382418741,0.666487,-0.332462,-0.596996,-0.298095,-0.078645,0.014310,-0.009879
1184,382435408,0.666528,-0.332471,-0.596966,-0.298053,-0.078456,0.019407,0.055705
1185,382452075,0.666549,-0.332500,-0.596946,-0.298015,-0.088699,0.021888,-0.036384
1186,382468742,0.666547,-0.332519,-0.596932,-0.298024,-0.092375,-0.007672,0.003881